accuracy,loss,val_accuracy,val_loss
0.0011718750465661287,6.693931579589844,0.0015625000232830644,6.490563869476318
0.006640625186264515,6.345442771911621,0.0015625000232830644,6.4210944175720215
0.01679687574505806,6.05100154876709,0.004687500186264515,6.310365200042725
0.03281249850988388,5.733095169067383,0.02812499925494194,6.12118673324585
0.03671874850988388,5.460901260375977,0.07500000298023224,5.821825981140137
0.0625,5.150190830230713,0.13437500596046448,5.4384050369262695
0.09257812798023224,4.8507561683654785,0.1640625,5.012649059295654
0.10234375298023224,4.567312240600586,0.2906250059604645,4.357803821563721
0.13203124701976776,4.289573669433594,0.3984375,3.7794556617736816
0.1484375,4.023349285125732,0.4437499940395355,3.407142162322998
0.20156249403953552,3.6854629516601562,0.46406251192092896,3.0198373794555664
0.20468750596046448,3.497901201248169,0.5093749761581421,2.733919382095337
0.24101562798023224,3.193418025970459,0.6421874761581421,2.3843696117401123
0.27226561307907104,3.005283832550049,0.7359374761581421,2.0695347785949707
0.294921875,2.870577335357666,0.7562500238418579,1.8829466104507446
0.3199218809604645,2.6871469020843506,0.776562511920929,1.7491639852523804
0.35664063692092896,2.5121076107025146,0.7828124761581421,1.5835555791854858
0.3746093809604645,2.4109721183776855,0.8296874761581421,1.4671189785003662
0.4105468690395355,2.2523562908172607,0.848437488079071,1.3304322957992554
0.4203124940395355,2.1844677925109863,0.840624988079071,1.2734097242355347
0.4710937440395355,2.0174734592437744,0.840624988079071,1.1536998748779297
0.4937500059604645,1.9010177850723267,0.8671875,1.0940513610839844
0.500781238079071,1.8294880390167236,0.870312511920929,1.0138909816741943
0.525390625,1.756055235862732,0.864062488079071,0.9811041951179504
0.530078113079071,1.6930649280548096,0.8890625238418579,0.9069685935974121
0.548828125,1.6135060787200928,0.8687499761581421,0.8834363222122192
0.576171875,1.518824815750122,0.895312488079071,0.7898920178413391
0.600781261920929,1.4512407779693604,0.8968750238418579,0.7487509846687317
0.5980468988418579,1.3981506824493408,0.8968750238418579,0.7096081376075745
